Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_268.jpg;0;0;0;0;99.66999;85.58899;0.0002304965;225.2178;5.734598E-07
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_331.jpg;0;0;0;0;99.66999;85.58899;0.000229829;225.2178;-4.779157E-08
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_395.jpg;0;0;0;0;99.66999;85.58899;0.0002292399;225.2178;-5.790616E-07
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_461.jpg;0;0;0;0;99.66999;85.58899;0.0002285492;225.2178;-8.636289E-07
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_528.jpg;0;0;0;0;99.66999;85.58899;0.0002277598;225.2178;-1.188862E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_596.jpg;0;0;0;0;99.66999;85.58899;0.0002274841;225.2178;-1.360167E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_663.jpg;0;0;0;0;99.66999;85.58899;0.0002272491;225.2178;-1.630137E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_730.jpg;0;0;0;0;99.66999;85.58899;0.0002273304;225.2178;-1.827485E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_797.jpg;0;0;0;0;99.66999;85.58899;0.0002276874;225.2178;-1.85354E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_861.jpg;0;0;0;0;99.66999;85.58899;0.0002281431;225.2178;-1.838936E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_930.jpg;0;0;0;0;99.66999;85.58899;0.0002290748;225.2178;-1.859071E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_36_997.jpg;0;0;0;0;99.66999;85.58899;0.0002299861;225.2178;-1.829863E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_063.jpg;0;0;0;0;99.66999;85.58899;0.0002309962;225.2178;-1.760016E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_128.jpg;0;0;0;0;99.66999;85.58899;0.0002324415;225.2178;-1.62621E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_195.jpg;0;0;0;0;99.66999;85.58899;0.0002339305;225.2178;-1.87843E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_263.jpg;0;0.2022462;0;0;99.66976;85.58876;0.007342672;225.197;-4.757245E-06
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_331.jpg;0;0.4070445;0;0.01508298;99.66781;85.58678;0.06663804;225.3353;-6.42415E-05
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_397.jpg;0;0.6059502;0;0.03755289;99.66442;85.58335;0.1656003;225.441;-0.0004698109
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_464.jpg;0;0.8034507;0;0.07603052;99.65945;85.5783;0.3023492;225.4518;-0.0006437342
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_529.jpg;0;1;0;0.1226991;99.6488;85.56751;0.5655568;225.3705;0.0003646858
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_595.jpg;0;1;0;0.1716754;99.63784;85.55651;0.8005219;225.2718;-0.001236972
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_664.jpg;0;1;0;0.2357818;99.62453;85.54309;1.055336;225.3044;-0.00114305
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_730.jpg;0;1;0;0.2854751;99.60517;85.52384;1.309218;225.3194;-0.002188152
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_796.jpg;0;1;0;0.331227;99.58994;85.50871;1.28175;225.3032;-0.0006950923
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_864.jpg;0;1;0;0.426103;99.57364;85.4923;1.152006;225.2617;-0.0002637627
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_931.jpg;0;1;0;0.4671032;99.54758;85.46622;1.072702;225.1185;0.0009824388
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_37_999.jpg;0;1;0;0.5095772;99.52505;85.44372;1.077139;225.1514;-0.0009960231
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_064.jpg;0;1;0;0.5780239;99.49942;85.41809;1.145682;225.1724;-0.001014433
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_130.jpg;0;1;0;0.6380069;99.46179;85.38062;1.249885;225.2498;-0.002841367
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_200.jpg;0;1;0;0.672851;99.43256;85.35152;1.229615;225.3621;-0.002017131
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_262.jpg;0;1;0;0.7493548;99.40177;85.32056;1.185321;225.4189;-0.0007768866
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_330.jpg;0;1;0;0.8091177;99.35595;85.27451;1.203294;225.4141;-0.001174144
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_395.jpg;0;1;0;0.8373024;99.31974;85.23802;1.199495;225.4232;-0.0005569158
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_463.jpg;0;1;0;0.9178955;99.28092;85.19892;1.21064;225.3631;-0.0003774255
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_532.jpg;0;1;0;0.9604415;99.22606;85.14372;1.214804;225.2648;-0.0006416218
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_598.jpg;0;1;0;1.018161;99.18225;85.09978;1.219297;225.2531;-0.0008633872
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_665.jpg;0;1;0;1.078081;99.13667;85.05413;1.214782;225.2829;-0.001298508
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_731.jpg;0;1;0;1.122212;99.07245;84.98979;1.226219;225.2967;-0.0006275339
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_798.jpg;0;1;0;1.171078;99.02215;84.93938;1.227012;225.2528;-0.0005656747
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_865.jpg;0;1;0;1.231919;98.96984;84.88698;1.227901;225.2148;-0.0005946297
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_933.jpg;0;1;0;1.281058;98.89689;84.81401;1.233153;225.1844;-0.000907478
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_38_996.jpg;0;1;0;1.329084;98.83977;84.75694;1.23858;225.1602;-0.0008752425
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_064.jpg;0;1;0;1.391963;98.78065;84.69795;1.240173;225.1413;-0.0008450069
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_130.jpg;0;1;0;1.437679;98.69861;84.61615;1.247285;225.119;-0.0008890691
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_199.jpg;0;1;0;1.484777;98.63474;84.55251;1.252523;225.1071;-0.0009442323
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_264.jpg;0;1;0;1.548015;98.5689;84.48693;1.254529;225.0963;-0.0009716137
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_330.jpg;0;1;0;1.593594;98.47797;84.39642;1.260373;225.081;-0.0009787948
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_397.jpg;0;1;0;1.640666;98.40744;84.32625;1.265842;225.0686;-0.0009881104
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_463.jpg;0;1;0;1.702142;98.33498;84.25419;1.268172;225.0589;-0.001012183
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_530.jpg;0;1;0;1.747928;98.23528;84.15509;1.273271;225.0449;-0.001050721
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_597.jpg;0;1;0;1.793859;98.15816;84.07847;1.280238;225.0316;-0.001033698
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_663.jpg;0;1;0;1.854419;98.07915;84.00001;1.283613;225.0224;-0.001072022
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_729.jpg;0;1;0;1.899741;97.97074;83.8924;1.289525;225.0067;-0.001066313
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_796.jpg;0;1;0;1.944925;97.88718;83.80949;1.293106;224.9956;-0.001094923
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_882.jpg;0;1;0;2.004295;97.77277;83.69604;1.29754;224.9802;-0.001118197
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_39_951.jpg;0;1;0;2.063942;97.65491;83.57922;1.303007;224.9654;-0.001130102
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_016.jpg;0;1;0;2.109116;97.56431;83.48945;1.305936;224.9547;-0.001159512
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_088.jpg;0;1;0;2.168325;97.44054;83.36688;1.308854;224.9398;-0.001185774
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_156.jpg;0;1;0;2.212627;97.34545;83.27277;1.313718;224.9278;-0.001233333
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_220.jpg;0;1;0;2.270584;97.24851;83.17685;1.31612;224.9171;-0.001209422
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_289.jpg;0;1;0;2.315079;97.11626;83.04607;1.322892;224.9014;-0.001272302
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_354.jpg;-1.54179;0.7947406;0;2.357382;97.01492;82.9465;1.315732;224.8159;-0.0006129043
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_421.jpg;-4.423648;0.6026167;0;2.390199;96.91119;82.84705;1.302656;224.4318;0.0007298983
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_489.jpg;-7.408917;0.4035988;0;2.416335;96.76922;82.71667;1.258606;223.4156;359.9647
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_553.jpg;-10.49063;0.1981516;0;2.426045;96.66019;82.62267;1.161879;222.2394;359.8773
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_620.jpg;-13.46029;0.0001741126;0;2.422924;96.54929;82.53348;0.9854382;220.7304;359.73
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_688.jpg;-10.46115;0;0;2.414041;96.39992;82.42064;0.6541466;218.7253;359.4741
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_754.jpg;-7.512249;0;0;2.406812;96.28741;82.33836;0.3812487;217.5685;359.2679
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_821.jpg;-4.539428;0;0;2.399909;96.17503;82.25684;0.1031447;216.778;359.0829
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_887.jpg;-1.500938;0;0;2.390017;96.06285;82.17478;359.8574;216.3353;358.9641
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_40_953.jpg;-1.495669;0;0;2.380898;95.91234;82.06191;359.7328;216.1734;359.0269
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_020.jpg;-4.428401;0;0;2.371674;95.79664;81.9783;359.7837;215.8722;359.1378
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_084.jpg;-7.464244;0;0;2.355082;95.67893;81.89857;359.8454;215.1623;359.1853
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_155.jpg;-10.50763;0;0;2.344691;95.51939;81.79893;359.9055;213.6204;359.1278
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_237.jpg;-7.503983;0;0;2.332023;95.35854;81.70363;359.9553;212.0863;359.0393
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_302.jpg;-3.763786;0;0;2.322419;95.23813;81.63299;359.9828;211.3095;359.0031
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_371.jpg;-3.918936;0;0;2.315201;95.07824;81.53957;-0.002150149;210.6938;358.9935
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_438.jpg;-6.910311;0;0;2.306512;94.95745;81.47285;-0.001124206;209.9811;358.9511
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_505.jpg;-9.92834;0;0;2.29335;94.83566;81.40918;0.006386814;208.9602;358.9022
C:\Users\fhemf\OneDrive - leverage proactive deliverables\Courses\Self Studies\Udacity-Robotics Software Engineer\proj1_Search and Sample Return\RoboND-Rover-Project-master\train_dataset\IMG\robocam_2019_01_20_00_56_41_571.jpg;-12.8913;0;0;2.28214;94.67186;81.33054;0.004285624;207.0942;358.8668
